CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES
C14976,46.773238,0.545455,2166.56
C14977,42.755706,0.545455,350.94
C14978,95.731707,1,632.3
C14979,889.767658,1,2997.02
C14980,1456.399956,0.909091,0
C14981,72.372971,0.363636,456.7
C14982,405.052353,1,515.14
C14983,855.811816,1,1960.18
C14984,1074.258487,1,11.35
C14985,3024.642476,1,0
C14986,597.410794,0.909091,344.75
C14987,43.20377,1,308.22
C14988,79.517489,0.818182,335.38
C14989,35.16925,0.636364,272.34
C14990,5177.774511,1,1562.74
C14991,80.298186,0.727273,1090
C14992,1202.204204,1,435.04
C14993,31.161679,0.545455,300
C14994,176.162762,0.909091,1814.64
C14995,703.407676,1,637.84
C14996,445.921101,1,1580.56
C14997,3083.784255,1,0
C14998,31.111548,1,110
C15000,503.732786,1,1730.3
C15001,176.837859,1,108.39
C15002,94.537529,1,1399.55
C15003,661.940291,1,755.14
C15004,8.799432,0.454545,1591.48
C15005,3106.418215,0.636364,0
C15006,827.393597,0.727273,693.89
C15007,0,0,94.5
C15008,4361.964176,1,0
C15009,73.10055,1,78.09
C15010,7.047482,0.545455,321.07
C15011,353.895121,1,2073.54
C15012,5911.506531,0.9,0
C15013,8.523984,0.363636,130.32
C15014,3096.831684,1,4492.85
C15015,2468.506177,1,0
C15016,1341.000157,1,1355.77
C15017,169.343874,0.818182,1553.8
C15018,18.112481,0.636364,206.69
C15019,287.493279,0.222222,1709
C15020,38.013028,1,469.62
C15021,8.570991,0.272727,149.55
C15022,7.20735,0.545455,152.02
C15023,15.667283,1,147.48
C15025,955.159037,1,440.57
C15026,827.255067,1,281.97
C15027,2472.017517,1,2317.89
C15028,22.322215,0.363636,448
C15029,1764.083164,1,329.47
C15030,23.651198,0.454545,250
C15031,1886.811282,1,146.73
C15032,232.140345,0.818182,552.66
C15033,17.092052,0.454545,1160
C15034,4746.953711,0.909091,0
C15035,30.969957,0.666667,319.67
C15036,201.463595,1,2148.34
C15037,322.411152,1,1506.92
C15038,1129.185643,1,0
C15039,99.643727,1,677.68
C15040,651.394216,1,2529.64
C15041,1409.256223,0.9,4569.65
C15042,194.927,0.909091,2061.48
C15043,6758.987905,1,198.96
C15044,2332.496766,1,0
C15045,1860.469601,1,0
C15046,920.529926,0.857143,462.33
C15047,3347.700395,1,5967.42
C15048,947.70851,1,483.4
C15049,574.032791,1,1606.51
C15050,3067.274152,1,0
C15051,768.881695,0.727273,408.59
C15052,1190.884428,0.857143,0
C15054,1710.119356,1,1697.15
C15055,229.878735,0.272727,0
C15056,4766.360515,1,2894.04
C15057,3007.664861,1,534.26
C15058,1871.597836,1,3220.25
C15059,1455.745146,1,266
C15060,1986.558317,1,0
C15061,36.174755,1,315
C15062,129.836526,0.909091,1433.99
C15063,206.978089,1,0
C15064,1192.594159,1,1324.82
C15065,50.564486,0.909091,84
C15067,62.104602,0.636364,377.62
C15068,56.945201,0.454545,328.1
C15069,8.421315,0.272727,60
C15070,15.810927,0.363636,246.29
C15071,44.613002,0.363636,281.7
C15073,2342.724406,0.909091,0
C15074,3164.714813,1,839.65
C15075,2068.865586,1,0
C15076,0,0,265.76
C15077,14.891908,0.818182,59.8
C15078,1367.301373,1,231.41
C15079,299.82542,1,480
C15080,0,0,0
C15081,1176.088299,1,0
C15082,1164.125671,1,0
C15083,25.499945,0.727273,62.53
C15084,3646.30636,1,594.88
C15085,164.583178,0.454545,1489.28
C15086,2980.628942,1,1352.52
C15087,3350.186138,1,0
C15088,1101.8547,1,0
C15089,468.294595,1,4164.14
C15090,63.928065,1,183.6
C15091,906.613422,0.888889,0
C15092,798.693995,1,0
C15093,3.750633,0.181818,159.6
C15094,1281.842665,1,0
C15095,863.130387,1,37.3
C15096,50.302615,0.636364,0
C15097,33.817964,0.909091,232.45
C15098,559.917793,1,4760.11
C15099,2671.979402,1,1469.66
C15100,814.781581,1,832.7
C15101,1184.434511,0.818182,99.8
C15102,3.198999,0.090909,45.87
C15103,33.267171,0.909091,341.45
C15104,261.462528,1,2893.57
C15105,2659.411879,1,177.62
C15106,8.077527,0.545455,125
C15107,115.937936,0.272727,0
C15108,69.37782,0.545455,588.02
C15109,61.588389,0.818182,250
C15110,2.081357,0.181818,26.49
C15111,3092.189629,1,60.82
C15112,564.325877,1,0
C15113,10.684577,0.181818,300
C15114,2067.148279,1,792.68
C15115,966.732798,1,1093
C15116,4099.755913,1,0
C15117,1507.001995,1,209.1
C15118,2220.864979,1,2884.42
C15121,92.325796,1,371.16
C15122,3583.515054,1,5683.71
C15123,3343.299372,1,790.8
C15124,2133.901379,1,303.03
C15125,217.993205,1,2435.21
C15126,50.803778,0.25,0
C15127,319.037744,0.818182,1262.28
C15128,100.208311,0.909091,0
C15129,7.168805,0.272727,88.04
C15130,1747.876077,1,0
C15131,519.444307,1,525
C15132,4320.267209,1,117.23
C15133,2811.486863,1,692.52
C15134,125.793836,1,630
C15135,3798.323722,1,0
C15136,4274.488095,1,0
C15137,900.557796,1,1865.55
C15138,858.857651,1,1013.61
C15139,6537.852206,0.909091,2598.51
C15140,1793.970596,1,1004.9
C15141,3215.903805,1,745.48
C15142,1893.704851,1,4124.81
C15143,7.50839,0.181818,95
C15144,1180.178744,1,233.35
C15145,3232.101217,1,495
C15146,6963.435383,1,2951.93
C15147,368.330629,1,1029.29
C15148,0,0,66.75
C15149,4.421403,0.909091,95.59
C15150,41.049799,0.727273,413.31
C15151,3611.316106,1,2400.71
C15152,3214.579198,1,0
C15153,339.183041,1,139.5
C15154,477.16584,1,1342.51
C15155,3711.955487,1,1241.4
C15156,390.008261,1,0
C15157,2251.896834,1,1331
C15158,2461.015559,0.636364,0
C15159,9309.635579,1,9007.67
C15160,4355.982388,1,0
C15161,62.996845,1,779.7
C15162,22.879526,0.833333,171
C15163,4719.819043,1,2143.73
C15164,1241.565972,1,3637.75
C15165,49.198038,0.272727,699
C15166,662.691336,1,0
C15167,4587.062248,1,333.28
C15168,169.639713,1,1970.49
C15169,2823.212665,1,2814.23
C15170,2.880247,0.181818,250
C15171,47.193664,1,132
C15172,597.628578,1,1430
C15173,2872.798614,1,27.16
C15174,3350.116932,1,39.8
C15175,13.221335,0.857143,108.84
C15177,1083.120149,1,0
C15178,777.616173,0.909091,0
C15179,122.684019,0.875,1267
C15180,1615.968515,1,270
C15181,434.099616,1,4392.05
C15182,820.700166,0.818182,0
C15183,7.625765,1,110.68
C15184,1428.118364,1,119.34
C15185,1324.038811,1,1862.96
C15186,1190.800122,1,1864.79
C15187,2580.169522,1,0
C15188,371.866448,1,2825.85
C15189,1280.732187,1,0
C15190,975.416023,1,9586.1
C15191,122.113869,1,1105.92
C15192,1262.631995,0.909091,405
C15193,143.553904,1,1778.76
C15194,1037.797184,1,103.27
C15195,1938.576334,1,333.54
C15196,6257.390416,1,9228.97
C15197,14.570032,1,89.58
C15198,39.241601,1,199.56
C15199,871.499977,1,20
C15200,180.750232,1,266.64
C15201,4107.157763,1,279.71
C15202,58.313733,0.454545,499
C15203,5665.802895,1,0
C15204,1340.671346,1,0
C15206,43.762299,1,422.24
C15207,111.449845,1,1389.94
C15208,138.489138,1,1455.68
C15209,70.976464,1,0
C15210,49.378783,0.375,542.34
C15211,4295.964134,1,0
C15212,1017.071792,0.636364,0
C15213,138.459191,1,327.94
C15214,289.537597,0.909091,1216.7
C15215,74.755978,1,553.7
C15216,16.59641,0.545455,220.48
C15217,51.004807,0.909091,431.93
C15218,1489.224372,0.636364,1209.56
C15219,57.70484,0.818182,772.46
C15220,99.446029,0.181818,0
C15221,186.054174,1,2126.81
C15222,2948.447663,1,0
C15223,127.895284,1,1085.16
C15224,18.014226,0.727273,130.5
C15225,6.86049,0.2,114
C15226,1908.569743,1,0
C15227,437.735369,0.909091,483.65
C15228,1245.976021,1,0
C15229,1019.133646,1,9249.73
C15230,1844.889665,1,1848.24
C15232,952.431767,0.909091,3882.65
C15233,1848.758853,1,3588.13
C15234,1181.852384,1,750.78
C15235,382.870641,0.909091,2972.92
C15236,1459.803597,1,0
C15237,162.972111,0.909091,1586.6
C15239,1396.214811,1,3729.35
C15240,225.282024,1,545.68
C15241,454.552808,0.454545,0
C15242,1785.90226,1,0
C15243,535.291589,1,824.61
C15244,6.697211,0.181818,64.69
C15245,5.377296,0.181818,69
C15246,4020.130769,1,79.62
C15247,1117.33657,1,0
C15248,15.848963,0.363636,150
C15249,900.541751,1,15.8
C15250,2544.378002,1,1108.54
C15251,1852.646433,1,2600
C15252,0,0,0
C15253,581.24856,0.909091,556.83
C15254,504.409631,1,338.9
C15255,142.430458,1,1488.84
C15256,7057.524237,1,2761.76
C15257,958.920206,1,66.7
C15258,15.257465,0.636364,238.25
C15259,0.009684,0.181818,79.24
C15260,385.763111,1,232.93
C15261,1780.188356,1,845.67
C15262,1.841583,0.181818,67.5
C15263,1839.122533,1,1055.32
C15264,15.008041,1,108.95
C15265,2106.417286,1,2151.93
C15266,2676.263845,1,0
C15267,500.219415,1,27.05
C15268,4128.31155,1,0
C15269,1018.350846,1,0
C15270,10.678354,0.727273,50
C15271,1273.731635,1,0
C15272,58.12945,1,576
C15273,153.637431,1,1495.41
C15274,1667.146414,1,4343.82
C15275,1648.701838,1,740.7
C15276,15.330559,0.727273,144.64
C15277,5772.250286,1,255.25
C15278,73.704935,1,554.67
C15279,2933.068755,1,0
C15280,1421.419262,1,1669.2
C15281,424.938385,1,4060.58
C15282,1033.371763,1,2361.97
C15283,0,0,120
C15284,5861.100691,1,64.71
C15285,3987.467435,1,146.53
C15286,1606.56766,0.818182,0
C15287,1630.991993,1,578.9
C15288,95.887902,1,769
C15289,1804.401706,1,40
C15290,1447.267049,1,0
C15291,1268.250294,1,167
C15292,668.291862,0.545455,248.77
C15293,50.853021,1,428.75
C15294,241.001768,0.5,1888.88
C15295,157.763858,0.909091,211.07
C15296,724.854858,1,185.63
C15297,147.527826,0.727273,0
C15298,581.916416,1,5723.9
C15299,5292.264382,1,0
C15300,2762.536531,1,0
C15301,273.429593,1,8534.58
C15302,12.039121,1,274.98
C15303,1451.993504,1,0
C15304,90.017392,0.909091,1247.39
C15305,0.920339,0.454545,343.4
C15306,1071.748626,1,0
C15307,303.929544,0.545455,0
C15308,1938.648722,1,0
C15309,79.432369,0.636364,799.83
C15310,670.885072,1,341.9
C15311,1494.69695,0.666667,0
C15312,114.361988,0.727273,2141.32
C15313,2002.429291,1,3500.03
C15314,2135.646123,1,114
C15315,943.584041,0.875,103
C15316,4785.789559,1,0
C15317,1436.996287,1,0
C15318,5.313086,0.545455,71.75
C15319,365.48242,1,1618.31
C15320,322.383609,1,2903.17
C15321,3497.200665,1,1350.13
C15322,3720.59375,1,345
C15323,5598.352813,1,0
C15324,0,0,933.75
C15325,2.777589,0.090909,0
C15326,3362.979048,1,90
C15327,563.459762,0.833333,420.06
C15328,31.980197,0.727273,300
C15329,1964.369476,0.727273,0
C15330,740.704213,0.545455,1311.76
C15331,991.949111,1,945.43
C15332,37.615084,0.909091,229.5
C15333,2266.220776,1,125.32
C15334,262.25861,1,2269.74
C15335,14.5923,1,200.4
C15336,833.541256,1,0
C15337,116.172752,0.111111,0
C15338,478.520473,0.727273,768.96
C15339,1018.811119,1,3137.2
C15341,2827.367195,1,678.32
C15342,1529.318797,1,678.44
C15343,2670.123456,1,3103.57
C15344,481.961018,0.909091,967.23
C15345,72.087172,1,607.36
C15346,87.887472,1,1282.73
C15347,5194.184491,1,73.42
C15348,216.705656,1,1442.9
C15349,18.400472,0.166667,0
C15350,5829.92767,1,0
C15351,830.51605,1,1059.04
C15352,88.012898,0.545455,975
C15353,77.523872,1,325
C15354,8073.052656,1,2588.69
C15355,72.76697,1,0
C15356,8.285344,0.142857,72.52
C15357,1207.768239,1,0
C15358,470.593325,1,6743.31
C15359,1915.675716,1,855.27
C15360,1283.81226,1,166.9
C15361,1322.579742,1,453
C15362,1753.27998,1,245.85
C15364,1663.492233,1,3415.39
C15365,528.651164,1,4978.23
C15366,6.226972,0.181818,54
C15367,2517.38247,1,320
C15368,1453.608861,1,4656.79
C15369,1002.93543,1,1056.33
C15370,1344.982445,1,224.54
C15371,50.366106,0.363636,507.57
C15372,3570.596193,1,150.46
C15373,4364.016237,1,2711.9
C15374,1207.320442,0.9,359
C15375,138.537976,0.333333,987.45
C15376,1155.338824,0.909091,5744.03
C15377,30.327329,0.909091,284.34
C15378,30.692503,0.454545,205.06
C15379,805.368458,1,0
C15380,638.163467,1,1202.72
C15381,264.869295,1,940
C15382,576.890374,1,1081
C15383,27.17079,0.909091,275
C15384,2292.952733,1,0
C15385,3830.603522,1,1257.16
C15386,690.625555,1,666.6
C15387,566.477136,1,5370.39
C15388,1158.01315,1,170
C15389,145.320241,0.636364,530.81
C15390,3619.986054,1,0
C15391,118.941982,0.285714,1250
C15392,1793.954788,1,0
C15393,186.020599,0.714286,269.85
C15394,1414.47232,0.636364,331.52
C15395,385.841997,1,24.63
C15396,306.539753,0.909091,2684.5
C15397,12.132712,0.8,244.18
C15398,330.068448,1,2441.21
C15399,1121.018433,1,0
C15400,133.957441,0.571429,128.5
C15401,1057.699883,1,229.74
C15402,7907.725211,1,1685.19
C15403,61.159113,0.818182,981.49
C15404,1191.749595,1,0
C15405,15.577506,1,143.76
C15406,2.641101,1,9.68
C15407,4060.710208,0.727273,22500
C15408,909.846336,0.875,590
C15409,894.357857,1,1164
C15410,801.703734,1,387.77
C15411,267.253822,1,2326.71
C15412,291.598301,0.454545,0
C15413,660.468854,1,0
C15414,128.365782,1,1003.2
C15415,3267.962664,1,1910.51
C15417,437.609832,1,0
C15418,2701.540547,1,0
C15419,2427.756294,1,0
C15420,239.101942,1,750
C15421,1500.810722,1,2340.87
C15422,3425.949762,1,0
C15423,103.792136,1,1607.84
C15424,1621.345326,1,5167.6
C15425,250.258381,0.727273,486.94
C15426,663.394569,0.875,1208.7
C15427,96.820999,0.272727,928.53
C15428,636.142309,1,4659.65
C15429,16115.5964,1,684.74
C15430,5238.915225,1,270
C15431,2172.893325,0.909091,416.74
C15432,1143.333419,1,0
C15433,1595.980444,1,0
C15435,288.097302,1,2622.6
C15436,7268.70638,1,306.91
C15437,15.449607,0.818182,574.75
C15438,1903.274531,0.545455,1813.4
C15439,1102.63215,1,1409.31
C15440,21.881383,1,123.48
C15441,2.585715,0.090909,70
C15442,1182.28075,1,0
C15443,66.842287,1,908.34
C15444,4476.634442,1,0
C15445,6069.720873,1,0
C15446,536.027158,1,0
C15448,5044.179003,1,966.6
C15449,97.16839,1,1639.92
C15450,1339.008889,1,0
C15451,2786.743524,1,231.63
C15452,28.413136,0.727273,215.94
C15453,37.261373,1,498.65
C15454,11.116861,1,168
C15455,6.420394,0.363636,136.72
C15456,135.856693,0.75,843.95
C15457,13.792103,0.909091,600
C15459,2116.845833,1,898.34
C15460,135.794123,0.909091,880.28
C15461,243.182403,1,2687.48
C15462,7468.01201,1,1569.41
C15463,7395.88757,1,0
C15464,364.219107,0.818182,142.52
C15465,53.173349,0.545455,60
C15466,1173.949821,1,785.69
C15467,1543.205532,1,1027.57
C15469,467.345479,1,46.74
C15470,303.054817,0.636364,894.4
C15471,5481.738308,1,0
C15472,1952.189994,1,297.59
C15473,0,0,54.85
C15474,19.962737,1,287.4
C15475,1773.484195,1,0
C15476,1734.688041,1,0
C15477,927.294609,1,364.74
C15478,1248.193121,1,40.13
C15479,467.287934,1,4327.92
C15480,1450.959629,0.444444,0
C15481,34.195309,1,211.56
C15482,3028.512053,1,0
C15483,886.65747,1,1440.48
C15484,692.529504,1,404
C15485,952.952011,1,39.58
C15486,2056.866139,1,3373.7
C15487,566.928754,0.909091,903
C15488,1395.907515,1,962.12
C15489,18.606861,0.636364,302.5
C15490,8419.737786,1,3050.48
C15491,5.168354,0.181818,69
C15492,7030.446043,1,3747.12
C15493,7091.028361,1,0
C15494,1478.552756,1,479.1
C15495,985.457755,1,672.31
C15496,767.708957,1,1730.6
C15497,8670.048011,1,0
C15498,26.767358,0.6,190
C15499,878.010252,0.833333,4085.23
C15500,2409.236843,1,990.15
C15501,2891.678357,0.454545,0
C15502,21.409828,1,149.71
C15503,1268.584315,1,1835.93
C15504,3509.710886,1,0
C15505,2.566385,0.454545,0
C15506,879.987974,1,1517.56
C15507,868.331112,1,1167.15
C15508,3093.592745,1,47.69
C15509,1879.694262,1,832.67
C15510,6372.182817,1,22101.78
C15511,1235.224095,1,637.28
C15512,4800.168978,1,0
C15513,704.910363,1,500.5
C15514,1340.551352,1,427.96
C15515,923.977036,1,0
C15516,182.171771,1,270.65
C15517,22.689289,0.818182,360.6
C15519,1184.971992,1,0
C15520,4375.764064,1,1016.41
C15521,444.519756,1,302.4
C15522,1383.72609,1,0
C15523,4738.804194,1,0
C15524,389.835298,0.818182,0
C15525,455.452678,0.909091,1301.25
C15526,658.6552,1,629.99
C15527,5058.555256,1,0
C15528,42.51225,0.272727,523.15
C15529,21.187313,0.272727,319.41
C15530,570.552082,1,3179.69
C15531,3.319222,0.181818,47.05
C15532,2899.781468,1,223.62
C15533,1278.829156,1,0
C15534,1368.906278,1,0
C15535,1859.165344,1,0
C15536,1413.865738,1,313.03
C15537,205.409896,0.909091,0
C15538,2527.531968,1,720.16
C15539,1022.71734,1,120.09
C15540,3078.059784,1,0
C15541,1064.308102,1,1067.32
C15542,1204.686047,1,0
C15543,40.247238,0.181818,0
C15544,2722.600219,1,0
C15545,90.953335,0.888889,921.02
C15546,165.721899,1,231.51
C15547,738.656748,1,0
C15548,3182.968599,1,2502.46
C15549,44.586199,0.272727,413.7
C15550,3221.105151,1,3447.55
C15551,45.869314,0.363636,0
C15552,2089.997028,1,2576
C15553,2017.314401,1,4311.85
C15554,1719.048074,1,2115.79
C15555,875.649126,1,0
C15556,268.82613,0.454545,0
C15557,1906.283349,1,4016.42
C15558,2686.595082,1,282.52
C15559,99.508886,0.636364,248.72
C15560,1038.573059,1,1023.76
C15561,5678.479456,1,0
C15562,788.5958,1,3858.06
C15563,2933.387442,0.727273,0
C15564,1322.005771,1,0
C15565,286.686616,0.090909,0
C15566,485.507827,0.875,0
C15567,216.716507,1,0
C15568,239.446482,0.636364,0
C15569,91.861479,1,939.51
C15570,27.716642,0.1,0
C15571,1030.914048,1,1083.44
C15572,391.755763,1,575.72
C15573,126.279615,1,1307.52
C15574,1193.708983,1,6643.71
C15575,6958.239974,1,0
C15576,5965.535557,1,0
C15577,1039.256129,1,618.75
C15578,94.110539,1,1090.19
C15579,293.118363,1,368.91
C15580,2206.463745,1,1945.82
C15581,39.554197,0.545455,353.9
C15582,237.435762,0.909091,1270.32
C15583,38.160715,0.545455,340
C15584,28.593511,0.909091,258.32
C15585,1597.679284,1,272.4
C15586,1140.91813,1,0
C15587,1458.775165,1,0
C15588,2.307336,0.142857,0
C15589,1173.112709,1,823.05
C15590,287.817221,1,360
C15591,3.894895,0.727273,182.49
C15592,2377.537394,1,0
C15593,4694.671605,1,0
C15594,30.072702,0.454545,461.99
C15595,44.538702,0.545455,916.67
C15596,28.349518,0.454545,235
C15597,557.277303,1,3739.78
C15598,1919.099019,1,240.27
C15599,4837.835705,0.909091,1283.4
C15600,226.34624,1,2206.74
C15601,2269.073907,1,284.9
C15602,588.618641,1,0
C15603,5825.38367,1,3426.12
C15604,2267.664008,1,0
C15605,2514.170127,0.818182,87.28
C15606,2354.125834,1,5351.58
C15607,616.570241,0.818182,5788.81
C15608,153.679036,1,181.81
C15609,417.898933,0.9,1735.17
C15610,810.089776,0.909091,1428.89
C15611,450.746858,1,194.1
C15612,21.441736,0.636364,197.62
C15613,8978.156324,1,482.88
C15614,1669.992809,1,91.84
C15615,957.010021,1,604.8
C15616,249.489629,0.181818,0
C15617,12.886661,0.363636,1437.15
C15618,1502.517905,1,266.64
C15619,2287.486277,1,0
C15620,184.890347,0.454545,1686.86
C15621,2122.821694,1,255.34
C15622,1097.28593,1,0
C15623,114.523682,1,83
C15624,298.779514,0.909091,1205.85
C15625,2306.698723,0.727273,12784.51
C15626,8.838114,0.454545,1003.66
C15627,1710.971649,1,2042.5
C15628,742.730997,1,6236.64
C15629,1625.118547,1,2908.35
C15630,358.915537,0.727273,0
C15631,1060.420992,1,480.22
C15632,1047.854274,1,384
C15633,842.600625,0.909091,0
C15634,2344.19277,1,0
C15636,352.736999,1,1833.9
C15637,1643.215639,0.818182,0
C15638,1638.42534,1,0
C15639,855.571897,0.666667,71.13
C15640,2893.897487,1,18
C15641,19.766484,0.363636,197.48
C15642,16304.88925,1,1770.57
C15643,5825.2877,1,230
C15644,753.518771,0.636364,1737.87
C15645,40.074484,1,423.37
C15646,765.966137,1,1488.82
C15647,2594.878719,1,160
C15648,91.655431,0.363636,1110.01
C15649,1127.643812,1,14454.98
C15650,1.874969,0.363636,433.32
C15651,4241.864828,1,225.08
C15652,287.565501,1,472.32
C15653,5604.357612,0.909091,0
C15654,345.75483,1,3125.03
C15655,56.872544,1,748.36
C15656,471.104779,1,0
C15657,11.944853,0.181818,88.93
C15658,4276.929643,1,298
C15659,1768.589163,1,63.7
C15660,714.813335,1,1110.42
C15661,1222.745469,0.363636,0
C15662,70.794108,0.909091,0
C15663,67.72881,1,869.48
C15664,1455.904478,0.818182,149
C15666,309.491763,0.454545,0
C15667,635.48213,1,1481.24
C15668,2475.507619,1,569.85
C15669,6976.34614,1,2552.1
C15670,3767.546906,1,3545.56
C15671,182.854647,1,1978.87
C15672,14.571059,0.545455,180.5
C15673,10.035492,1,0
C15674,2584.617366,1,0
C15675,3857.278468,1,0
C15676,374.101774,1,1283.36
C15677,1696.302382,1,0
C15678,760.884589,0.833333,2940.79
C15680,269.406382,1,2629.96
C15681,2948.966018,1,4129.97
C15682,130.142888,0.636364,0
C15683,449.026889,1,313.2
C15684,2556.292783,1,0
C15685,3031.933707,1,2000.6
C15686,26.982025,0.181818,237.6
C15687,1866.428342,1,3306.06
C15688,2059.035678,1,0
C15689,30.395073,1,512.47
C15690,91.266202,0.909091,701.59
C15691,76.673877,0.777778,410.9
C15692,200.574081,1,675.9
C15693,0,0,350.48
C15694,1078.3009,1,0
C15695,633.209696,1,1625.01
C15696,26.296743,0.545455,417
C15697,16.727614,0.545455,128
C15698,882.715792,1,120
C15699,1540.077454,1,0
C15700,10495.73934,1,5038.27
C15701,2182.752161,1,3216.97
C15702,177.822533,1,0
C15703,3127.073601,1,4468.44
C15704,924.170798,1,1663.77
C15705,750.528885,1,1384.79
C15706,701.135691,1,1004.04
C15707,21.960773,1,175.45
C15708,1175.922628,1,14.72
C15709,4612.147149,1,0
C15710,19.928467,0.727273,310.64
C15711,26.157304,0.818182,318.41
C15712,13.99841,0.857143,94.86
C15713,1594.328636,1,0
C15714,37.050529,1,367.17
C15715,844.230511,1,615
C15716,1228.170181,1,817.94
C15717,1727.699797,1,0
C15718,1306.735189,1,0
C15719,5182.092727,1,3183.43
C15720,756.573198,1,1056.64
C15721,1727.516892,1,624.46
C15722,1441.404242,0.4,0
C15723,1032.823341,1,1540.06
C15724,1623.176564,0.909091,0
C15725,1602.425383,1,0
C15726,14.593148,1,158.7
C15727,20.700474,0.857143,94.98
C15728,3467.619262,1,468.49
C15729,212.84035,1,1944.48
C15730,387.449138,1,253.7
C15731,2901.999862,1,11250.65
C15732,828.013302,1,126.48
C15733,884.16375,1,823.52
C15734,71.186651,0.727273,1500
C15735,1167.254965,1,499.92
C15736,6090.22908,1,1583.23
C15737,2986.070256,1,178.9
C15738,74.277994,1,795.57
C15739,79.222393,1,994.96
C15740,997.98763,1,952.29
C15741,8737.860241,1,0
C15742,2236.176309,1,1114.43
C15743,2932.136377,1,0
C15744,126.159165,1,144.9
C15745,963.467447,1,720.57
C15746,641.02208,1,0
C15747,2638.45383,1,0
C15748,2800.848284,1,0
C15749,921.334338,1,161.6
C15750,324.831712,0.363636,0
C15751,144.006679,1,45.65
C15752,1737.967907,1,249
C15753,266.142747,1,2109.17
C15754,3956.072098,1,82
C15755,3128.61332,1,3875.71
C15756,2731.319748,1,0
C15757,1478.069308,1,0
C15758,1357.969348,0.454545,0
C15759,59.32524,1,527.63
C15760,2.71921,0.181818,0
C15761,145.379392,0.727273,0
C15762,730.058174,1,782.6
C15763,1916.067737,1,0
C15764,204.041606,1,1173.34
C15765,203.62963,0.454545,0
C15766,9166.016365,1,0
C15767,1371.015868,1,180
C15768,218.35043,1,54.25
C15769,89.579737,0.272727,1174.59
C15770,665.786437,1,5634.56
C15771,0.298538,0.090909,510
C15773,9.052765,0.272727,172
C15774,1631.603874,1,0
C15775,501.360034,1,107.27
C15776,672.84733,1,1969.47
C15777,1308.128024,1,623.03
C15778,29.929842,0.272727,259.59
C15779,8894.553534,1,476.84
C15780,40.778677,1,100.98
C15781,46.816731,1,539.88
C15782,18.430156,0.454545,342.5
C15783,1393.098681,1,353.43
C15784,64.03101,1,646.5
C15785,47.783061,0.181818,0
C15786,425.549034,1,151.68
C15787,907.371097,1,55.65
C15789,2828.808139,1,199
C15790,1372.443049,1,0
C15791,34.351126,0.545455,45.65
C15792,2997.999455,1,288.4
C15793,2223.497527,1,132.28
C15794,4506.810924,1,0
C15795,32.290778,1,1185.34
C15796,1394.245166,1,684.85
C15797,433.979083,0.545455,0
C15798,294.280019,1,19.9
C15799,356.669878,0.909091,0
C15800,379.198083,1,40
C15801,264.051708,1,63
C15802,218.894935,1,568.34
C15803,255.628716,1,2525.88
C15804,2584.317807,1,0
C15805,1283.560983,0.454545,0
C15806,7.634737,0.272727,61.26
C15807,2091.627351,1,4361.04
C15808,31.299159,0.5,185.13
C15809,520.521822,1,820.29
C15810,95.162463,1,1000
C15811,1930.738051,0.9,0
C15812,880.259646,1,831.52
C15813,1593.655423,1,358.7
C15814,31.303174,1,322.41
C15815,4628.109931,1,912.54
C15816,7.992356,1,196.66
C15817,16.646768,0.818182,135.28
C15818,356.883731,1,929.29
C15819,1706.846933,0.857143,1000
C15820,3842.454902,1,0
C15821,66.296517,1,56.44
C15822,35.771638,1,443.04
C15823,2431.019916,0.818182,729.82
C15824,5585.30457,1,515.28
C15825,897.877807,1,1758.75
C15826,0.734665,0.777778,254.23
C15827,1163.135011,1,0
C15828,225.404563,0.727273,2424.34
C15829,1298.539837,1,42.56
C15830,59.614155,0.818182,438
C15831,2648.784405,1,6697.57
C15832,391.673369,1,1944.64
C15833,1190.007646,1,0
C15834,152.255187,0.833333,894.28
C15835,269.966481,0.636364,0
C15836,4539.839383,1,384
C15837,25.383911,1,401.16
C15838,964.386954,1,0
C15839,121.671833,0.818182,540
C15840,337.269093,1,0
C15841,92.902071,1,812.74
C15842,1422.3042,1,0
C15843,6.542818,0.571429,178
C15844,80.198389,0.454545,981.75
C15845,153.377124,1,2048.5
C15846,445.179998,1,0
C15847,26.572803,1,277.33
C15848,1337.133737,1,0
C15849,487.723632,1,0
C15850,2487.42306,1,113.25
C15851,4.966985,0.181818,59.34
C15852,171.267988,1,2062.67
C15853,845.930093,1,2384.15
C15854,1380.729836,1,145.94
C15856,97.064177,0.545455,863.97
C15857,930.322044,1,444.96
C15858,126.169985,1,1155
C15859,832.183808,1,0
C15860,253.367476,0.909091,626.69
C15861,2111.244939,0.818182,147.12
C15862,1450.649137,1,0
C15863,4593.098361,0.777778,0
C15864,3598.913061,1,53.13
C15865,106.390419,1,1038.38
C15866,82.476563,1,637.44
C15867,117.324773,1,1101
C15868,16.34663,0.545455,267.06
C15869,2447.62454,1,116.16
C15870,1421.787032,1,0
C15871,1219.143484,0.666667,0
C15872,2456.499396,1,4791.33
C15873,59.064314,0.363636,686
C15874,1042.614416,1,0
C15875,6851.39075,0.909091,4004
C15876,3871.433675,1,0
C15877,646.398621,1,839.05
C15878,802.086509,0.818182,2008.98
C15879,3881.679582,1,15.92
C15880,7886.777059,1,0
C15881,1466.852542,1,543.58
